huc_12,subwatershed_description,rps_slope_mean,rps_elevation_mean,acres,sq_mile,states,huc_2,huc_4,huc_6,huc_8,huc_10,region_description,subregion_description,basin_description,subbasin_description,watershed_description
020502050404,stony_fork,8.48,1734.54,11024.81,17.22,pa,02,0205,020502,02050205,0205020504,mid-atlantic,susquehanna,west_branch_susquehanna,pine,babb_creek
020502050405,long_run-babb_creek,11.79,1582.7,16804.31,26.25,pa,02,0205,020502,02050205,0205020504,mid-atlantic,susquehanna,west_branch_susquehanna,pine,babb_creek
020502050501,zimmerman_creek,5.34,1767.54,13294.1,20.77,pa,02,0205,020502,02050205,0205020505,mid-atlantic,susquehanna,west_branch_susquehanna,pine,little_pine_creek
020502050502,texas_creek,8.37,1718.69,11720.74,18.31,pa,02,0205,020502,02050205,0205020505,mid-atlantic,susquehanna,west_branch_susquehanna,pine,little_pine_creek
020502050503,blacks_creek,8.21,1831.21,12731.45,19.89,pa,02,0205,020502,02050205,0205020505,mid-atlantic,susquehanna,west_branch_susquehanna,pine,little_pine_creek
020502050504,blockhouse_creek,11.45,1760.05,24828.68,38.79,pa,02,0205,020502,02050205,0205020505,mid-atlantic,susquehanna,west_branch_susquehanna,pine,little_pine_creek
020502050505,otter_run,7.68,1598.45,14743.19,23.03,pa,02,0205,020502,02050205,0205020505,mid-atlantic,susquehanna,west_branch_susquehanna,pine,little_pine_creek
020502050506,little_pine_creek-pine_creek,14.5,1516.82,38168.84,59.63,pa,02,0205,020502,02050205,0205020505,mid-atlantic,susquehanna,west_branch_susquehanna,pine,little_pine_creek
020502050601,trout_run-pine_creek,13.1,1634.98,46211.16,72.2,pa,02,0205,020502,02050205,0205020506,mid-atlantic,susquehanna,west_branch_susquehanna,pine,lower_pine_creek
020502050602,cedar_run,12.66,1776.88,24155.32,37.74,pa,02,0205,020502,02050205,0205020506,mid-atlantic,susquehanna,west_branch_susquehanna,pine,lower_pine_creek
020502050603,slate_run,11.92,1778.46,28847.2,45.07,pa,02,0205,020502,02050205,0205020506,mid-atlantic,susquehanna,west_branch_susquehanna,pine,lower_pine_creek
020502050604,mill_run-pine_creek,16.59,1547.76,30851.13,48.2,pa,02,0205,020502,02050205,0205020506,mid-atlantic,susquehanna,west_branch_susquehanna,pine,lower_pine_creek
020502050605,trout_run,13.3,1728.38,10682.63,16.69,pa,02,0205,020502,02050205,0205020506,mid-atlantic,susquehanna,west_branch_susquehanna,pine,lower_pine_creek
020502050606,upper_pine_bottom_run-pine_creek,15,1537.26,29484.73,46.06,pa,02,0205,020502,02050205,0205020506,mid-atlantic,susquehanna,west_branch_susquehanna,pine,lower_pine_creek
020502050607,pine_creek-west_branch_susquehanna_river,13.14,1158.85,27634.81,43.17,pa,02,0205,020502,02050205,0205020506,mid-atlantic,susquehanna,west_branch_susquehanna,pine,lower_pine_creek
020502060101,second_fork_larrys_creek,12.09,1501.96,15968.77,24.95,pa,02,0205,020502,02050206,0205020601,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,larrys_creek
020502060102,first_fork_larrys_creek,10.22,1469.75,11260.64,17.59,pa,02,0205,020502,02050206,0205020601,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,larrys_creek
020502060103,larrys_creek-west_branch_susquehanna_river,10.31,1354.76,29801.22,46.56,pa,02,0205,020502,02050206,0205020601,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,larrys_creek
020502060201,roaring_branch,8.09,1719.81,19525.25,30.5,pa,02,0205,020502,02050206,0205020602,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lycoming_creek
020502060202,mill_creek-lycoming_creek,9.4,1686.81,26369.29,41.2,pa,02,0205,020502,02050206,0205020602,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lycoming_creek
020502060203,rock_run,8.37,1942.14,18090.21,28.26,pa,02,0205,020502,02050206,0205020602,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lycoming_creek
020502060204,pleasant_stream,12.09,1821.5,17318.65,27.06,pa,02,0205,020502,02050206,0205020602,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lycoming_creek
020502060205,grays_run,13.45,1724.26,12764.69,19.94,pa,02,0205,020502,02050206,0205020602,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lycoming_creek
020502060206,trout_run-lycoming_creek,15.19,1456.56,32232.33,50.36,pa,02,0205,020502,02050206,0205020602,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lycoming_creek
020502060207,hoagland_run,11.21,1385.3,14449.06,22.57,pa,02,0205,020502,02050206,0205020602,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lycoming_creek
020502060208,lycoming_creek-west_branch_susquehanna_river,11.09,1025.18,33274.62,51.99,pa,02,0205,020502,02050206,0205020602,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lycoming_creek
020502060301,lopez_creek,4.33,2148.44,12693.12,19.83,pa,02,0205,020502,02050206,0205020603,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,upper_loyalsock_creek
020502060302,glass_creek-loyalsock_creek,4.69,2004,32520.12,50.81,pa,02,0205,020502,02050206,0205020603,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,upper_loyalsock_creek
020502060303,birch_creek,4.55,1942.6,10215.68,15.96,pa,02,0205,020502,02050206,0205020603,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,upper_loyalsock_creek
020502060304,little_loyalsock_creek-loyalsock_creek,7.7,1795.97,29155.9,45.55,pa,02,0205,020502,02050206,0205020603,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,upper_loyalsock_creek
020502060401,lick_creek,7.38,1677.92,15234.22,23.8,pa,02,0205,020502,02050206,0205020604,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,little_loyalsock_creek
020502060402,black_creek-little_loyalsock_creek,7.72,1673.01,37407.53,58.44,pa,02,0205,020502,02050206,0205020604,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,little_loyalsock_creek
020502060501,porter_creek-hoagland_branch,9.32,1700.38,14750.11,23.04,pa,02,0205,020502,02050206,0205020605,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lower_loyalsock_creek
020502060502,elk_creek,7.99,1602.7,21506.55,33.6,pa,02,0205,020502,02050206,0205020605,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lower_loyalsock_creek
020502060503,ogdonia_creek-loyalsock_creek,11.83,1556.18,38669.82,60.42,pa,02,0205,020502,02050206,0205020605,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lower_loyalsock_creek
020502060504,plunketts_creek,9.81,1379.38,15043.32,23.5,pa,02,0205,020502,02050206,0205020605,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lower_loyalsock_creek
020502060505,bear_creek,10.49,1695.82,10951.7,17.11,pa,02,0205,020502,02050206,0205020605,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lower_loyalsock_creek
020502060506,wallis_run,9.39,1325.14,23470.01,36.67,pa,02,0205,020502,02050206,0205020605,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lower_loyalsock_creek
020502060507,mill_creek-east_side_of_loyalsock_creek,10.53,1041.88,14643.74,22.88,pa,02,0205,020502,02050206,0205020605,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lower_loyalsock_creek
020502060508,mill_creek-west_side_of_loyalsock_creek,9.96,1174.73,15286.21,23.88,pa,02,0205,020502,02050206,0205020605,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lower_loyalsock_creek
020502060509,little_bear_creek-loyalsock_creek,11.87,1165.39,25749.8,40.23,pa,02,0205,020502,02050206,0205020605,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,lower_loyalsock_creek
020502060601,antes_creek,8.47,1276.53,35661.55,55.72,pa,02,0205,020502,02050206,0205020606,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,west_branch_susquehanna_river
020502060602,quenshukeny_run,9.03,843.54,40930.38,63.95,pa,02,0205,020502,02050206,0205020606,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,west_branch_susquehanna_river
020502060603,mosquito_creek,11.22,1292.15,10437.13,16.3,pa,02,0205,020502,02050206,0205020606,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,west_branch_susquehanna_river
020502060604,millers_run,9.17,908.79,21221.03,33.15,pa,02,0205,020502,02050206,0205020606,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,west_branch_susquehanna_river
020502060605,wolf_run,7.99,789.24,27971.03,43.7,pa,02,0205,020502,02050206,0205020606,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,west_branch_susquehanna_river
020502060701,beaver_run,9.4,1261.01,21978.56,34.34,pa,02,0205,020502,02050206,0205020607,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,little_muncy_creek
020502060702,big_run,8.96,950.95,30389.07,47.48,pa,02,0205,020502,02050206,0205020607,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,little_muncy_creek
020502060801,big_run-muncy_creek,10.63,1741.56,26161.5,40.87,pa,02,0205,020502,02050206,0205020608,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,muncy_creek
020502060802,rock_run-muncy_creek,10.48,1261.43,25289.08,39.51,pa,02,0205,020502,02050206,0205020608,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,muncy_creek
020502060803,gregs_run-muncy_creek,8.27,879.56,26511.35,41.42,pa,02,0205,020502,02050206,0205020608,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,muncy_creek
020502060901,spring_creek,5.52,828.18,13532.35,21.14,pa,02,0205,020502,02050206,0205020609,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,white_deer_hole_creek
020502060902,white_deer_hole_creek-west_branch_susquehanna_river,8.73,1163.5,29494.67,46.08,pa,02,0205,020502,02050206,0205020609,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,white_deer_hole_creek
020502061001,north_branch_buffalo_creek,7.91,1208.55,14584.26,22.78,pa,02,0205,020502,02050206,0205020610,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,buffalo_creek
020502061002,rapid_run,10.38,1453.68,11880.69,18.56,pa,02,0205,020502,02050206,0205020610,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,buffalo_creek
020502061003,spruce_run,8.92,1098.33,17370.56,27.14,pa,02,0205,020502,02050206,0205020610,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,buffalo_creek
020502061004,little_buffalo_creek,5.75,727.33,12146.65,18.97,pa,02,0205,020502,02050206,0205020610,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,buffalo_creek
020502061005,buffalo_creek-west_branch_susquehanna_river,4.02,744.93,29486.19,46.07,pa,02,0205,020502,02050206,0205020610,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,buffalo_creek
020502061101,mud_creek,4.25,650.97,11203.21,17.5,pa,02,0205,020502,02050206,0205020611,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,chillisquaque_creek
020502061102,upper_branches_chillisquaque_creek,5.27,729.66,34312.25,53.61,pa,02,0205,020502,02050206,0205020611,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,chillisquaque_creek
020502061103,chillisquaque_creek-west_branch_susquehanna_river,5.28,632.24,26012.65,40.64,pa,02,0205,020502,02050206,0205020611,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,chillisquaque_creek
020502061201,white_deer_creek-lower_west_branch_susquehanna_river,10.78,1411.34,28912.43,45.17,pa,02,0205,020502,02050206,0205020612,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,west_branch_susquehanna_river
020502061202,delaware_run-lower_west_branch_susquehanna_river,5.22,705.23,42913.36,67.05,pa,02,0205,020502,02050206,0205020612,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,west_branch_susquehanna_river
020502061203,warrior_run,5.03,656.57,13845.65,21.63,pa,02,0205,020502,02050206,0205020612,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,west_branch_susquehanna_river
020502061204,limestone_run-northumberland_county,3.94,588.66,7429.88,11.6,pa,02,0205,020502,02050206,0205020612,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,west_branch_susquehanna_river
020502061205,muddy_run-lower_west_branch_susquehanna_river,3.5,540.41,21577.1,33.71,pa,02,0205,020502,02050206,0205020612,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,west_branch_susquehanna_river
020502061206,limestone_run-union_county,3.31,529.56,5387,8.41,pa,02,0205,020502,02050206,0205020612,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,west_branch_susquehanna_river
020502061207,west_branch_susquehanna_river-susquehanna_river,5.19,602.34,22949.61,35.85,pa,02,0205,020502,02050206,0205020612,mid-atlantic,susquehanna,west_branch_susquehanna,lower_west_branch_susquehanna,west_branch_susquehanna_river
020503010101,shamokin_creek-city_of_shamokin,7.86,1291.03,20269.17,31.67,pa,02,0205,020503,02050301,0205030101,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,shamokin_creek
020503010102,carbon_run-shamokin_creek,9.7,1051.34,20343.76,31.78,pa,02,0205,020503,02050301,0205030101,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,shamokin_creek
020503010103,little_shamokin_creek,6.74,744.55,18638.73,29.12,pa,02,0205,020503,02050301,0205030101,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,shamokin_creek
020503010104,shamokin_creek-susquehanna_river,8.55,746.99,28302.58,44.22,pa,02,0205,020503,02050301,0205030101,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,shamokin_creek
020503010201,elk_creek,7.75,1500.05,36353.78,56.8,pa,02,0205,020503,02050301,0205030102,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,pine_creek
020503010202,voneida_run-pine_creek,9.2,1494.86,23624.6,36.91,pa,02,0205,020503,02050301,0205030102,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,pine_creek
020503010301,faylor_lake_dam-south_branch_middle_creek,8.28,923.35,21382.41,33.41,pa,02,0205,020503,02050301,0205030103,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,middle_creek
020503010302,north_branch_middle_creek-walker_lake_dam,7.86,946.34,11846.14,18.5,pa,02,0205,020503,02050301,0205030103,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,middle_creek
020503010303,north_branch_middle_creek,9.07,1225.04,11694.62,18.27,pa,02,0205,020503,02050301,0205030103,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,middle_creek
020503010304,beaver_creek-middle_creek,7.71,930.26,37469.27,58.54,pa,02,0205,020503,02050301,0205030103,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,middle_creek
020503010305,middle_creek-penns_creek,7.97,676.6,29314.21,45.8,pa,02,0205,020503,02050301,0205030103,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,middle_creek
020503010401,colyer_lake-sinking_creek,7.78,1486.89,26279.11,41.06,pa,02,0205,020503,02050301,0205030104,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,penns_creek
020503010402,headwaters_penns_creek,8.35,1399.56,32361.07,50.56,pa,02,0205,020503,02050301,0205030104,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,penns_creek
020503010403,upper_penns_creek,12.6,1490.25,39162.1,61.19,pa,02,0205,020503,02050301,0205030104,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,penns_creek
020503010404,laurel_run,9.85,1314.81,12824.48,20.03,pa,02,0205,020503,02050301,0205030104,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,penns_creek
020503010405,middle_penns_creek,7.12,841.45,38896.63,60.77,pa,02,0205,020503,02050301,0205030104,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,penns_creek
020503010406,lower_penns_creek-susquehanna_river,6.46,646.53,33190.88,51.86,pa,02,0205,020503,02050301,0205030104,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,penns_creek
020503010501,upper_mahanoy_creek,8.35,1371.68,42101.48,65.78,pa,02,0205,020503,02050301,0205030105,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,mahanoy_creek
020503010502,schwaben_creek,8.77,801.24,19317.09,30.18,pa,02,0205,020503,02050301,0205030105,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,mahanoy_creek
020503010503,lower_mahanoy_creek-susquehanna_river,11.67,932.46,39042.8,61,pa,02,0205,020503,02050301,0205030105,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,mahanoy_creek
020503010601,north_branch_mahantango_creek,8.15,791.28,23765.42,37.13,pa,02,0205,020503,02050301,0205030106,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,west_branch_mahantango_creek
020503010602,upper_west_branch_mahantango_creek,8.15,868.21,18378.56,28.71,pa,02,0205,020503,02050301,0205030106,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,west_branch_mahantango_creek
020503010603,lower_west_branch_mahantango_creek,8.71,659,13444.01,21,pa,02,0205,020503,02050301,0205030106,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,west_branch_mahantango_creek
020503010701,hans_yost_creek-deep_creek,8.39,1032.89,20375.96,31.83,pa,02,0205,020503,02050301,0205030107,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,deep_creek
020503010702,rausch_creek-pine_creek,8.48,1003.02,28868.05,45.1,pa,02,0205,020503,02050301,0205030107,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,deep_creek
020503010801,upper_mahantango_creek,8.36,929.05,28671.06,44.79,pa,02,0205,020503,02050301,0205030108,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,mahantango_creek
020503010802,lower_mahantango_creek,8.1,701.57,27401.55,42.81,pa,02,0205,020503,02050301,0205030108,mid-atlantic,susquehanna,lower_susquehanna,lower_susquehanna-penns,mahantango_creek
