huc_12,subwatershed_description,rps_slope_mean,rps_elevation_mean,acres,sq_mile,states,huc_2,huc_4,huc_6,huc_8,huc_10,region_description,subregion_description,basin_description,subbasin_description,watershed_description
020700010307,reeds_creek,15.08,2515.9,12888.25,20.13,wv,02,0207,020700,02070001,0207000103,mid-atlantic,potomac,potomac,south_branch_potomac,upper_south_branch_potomac_river
020700010308,mill_run-south_branch_potomac_river,13.42,2202.82,23315.71,36.43,wv,02,0207,020700,02070001,0207000103,mid-atlantic,potomac,potomac,south_branch_potomac,upper_south_branch_potomac_river
020700010309,briggs_run-south_branch_potomac_river,18.42,2071.09,19866.82,31.04,wv,02,0207,020700,02070001,0207000103,mid-atlantic,potomac,potomac,south_branch_potomac,upper_south_branch_potomac_river
020700010310,hoglan_run-south_branch_potomac_river,15.25,1590.67,13809.89,21.57,wv,02,0207,020700,02070001,0207000103,mid-atlantic,potomac,potomac,south_branch_potomac,upper_south_branch_potomac_river
020700010401,south_mill_creek,13.97,1748.7,30149.13,47.1,wv,02,0207,020700,02070001,0207000104,mid-atlantic,potomac,potomac,south_branch_potomac,south_mill_creek-mill_creek
020700010402,johnson_run-mill_creek,13.21,1547.98,36744.03,57.41,wv,02,0207,020700,02070001,0207000104,mid-atlantic,potomac,potomac,south_branch_potomac,south_mill_creek-mill_creek
020700010501,brushy_fork-south_fork_south_branch_potomac_river,15.96,2520.22,30523.96,47.69,"va,wv",02,0207,020700,02070001,0207000105,mid-atlantic,potomac,potomac,south_branch_potomac,south_fork_south_branch_potomac_river
020700010502,little_fork-south_fork_south_branch_potomac_river,16.7,2470.89,17190.03,26.85,wv,02,0207,020700,02070001,0207000105,mid-atlantic,potomac,potomac,south_branch_potomac,south_fork_south_branch_potomac_river
020700010503,miller_run-south_fork_south_branch_potomac_river,15.57,2219.59,17948.85,28.04,wv,02,0207,020700,02070001,0207000105,mid-atlantic,potomac,potomac,south_branch_potomac,south_fork_south_branch_potomac_river
020700010504,hawes_run-south_fork_south_branch_potomac_river,15.65,2189.31,21147.63,33.04,wv,02,0207,020700,02070001,0207000105,mid-atlantic,potomac,potomac,south_branch_potomac,south_fork_south_branch_potomac_river
020700010505,rough_run-south_fork_south_branch_potomac_river,16.24,2293.1,17133.44,26.77,wv,02,0207,020700,02070001,0207000105,mid-atlantic,potomac,potomac,south_branch_potomac,south_fork_south_branch_potomac_river
020700010506,kettle_creek-south_fork_south_branch_potomac_river,17.33,2085.85,21319.21,33.31,wv,02,0207,020700,02070001,0207000105,mid-atlantic,potomac,potomac,south_branch_potomac,south_fork_south_branch_potomac_river
020700010507,rohrbaugh_run-south_fork_south_branch_potomac_river,18.86,1959.25,19427.22,30.35,wv,02,0207,020700,02070001,0207000105,mid-atlantic,potomac,potomac,south_branch_potomac,south_fork_south_branch_potomac_river
020700010508,stump_run-south_fork_south_branch_potomac_river,20.05,1892.46,18985.08,29.66,wv,02,0207,020700,02070001,0207000105,mid-atlantic,potomac,potomac,south_branch_potomac,south_fork_south_branch_potomac_river
020700010509,stony_run-south_fork_south_branch_potomac_river,15.38,1488.75,20240.61,31.62,wv,02,0207,020700,02070001,0207000105,mid-atlantic,potomac,potomac,south_branch_potomac,south_fork_south_branch_potomac_river
020700010601,hutton_run-south_branch_potomac_river,10.62,1268.61,32947.14,51.47,wv,02,0207,020700,02070001,0207000106,mid-atlantic,potomac,potomac,south_branch_potomac,lower_south_branch_potomac_river
020700010602,anderson_run,9.9,1284.44,25889.5,40.45,wv,02,0207,020700,02070001,0207000106,mid-atlantic,potomac,potomac,south_branch_potomac,lower_south_branch_potomac_river
020700010603,fort_run-south_branch_potomac_river,10.62,1267.95,25827.06,40.35,wv,02,0207,020700,02070001,0207000106,mid-atlantic,potomac,potomac,south_branch_potomac,lower_south_branch_potomac_river
020700010604,stony_run-south_branch_potomac_river,17.13,1577.13,15354.79,23.99,wv,02,0207,020700,02070001,0207000106,mid-atlantic,potomac,potomac,south_branch_potomac,lower_south_branch_potomac_river
020700010605,sawmill_run-south_branch_potomac_river,15.26,1414.22,22033.2,34.42,wv,02,0207,020700,02070001,0207000106,mid-atlantic,potomac,potomac,south_branch_potomac,lower_south_branch_potomac_river
020700010606,mill_creek,12.19,1171.56,31329.58,48.95,wv,02,0207,020700,02070001,0207000106,mid-atlantic,potomac,potomac,south_branch_potomac,lower_south_branch_potomac_river
020700010607,mcdowell_run-south_branch_potomac_river,14.02,1305.98,14507.25,22.66,wv,02,0207,020700,02070001,0207000106,mid-atlantic,potomac,potomac,south_branch_potomac,lower_south_branch_potomac_river
020700010608,fox_run-south_branch_potomac_river,11.28,986.28,33896.56,52.96,wv,02,0207,020700,02070001,0207000106,mid-atlantic,potomac,potomac,south_branch_potomac,lower_south_branch_potomac_river
020700010609,abernathy_run-south_branch_potomac_river,10.59,866.83,18239.07,28.49,wv,02,0207,020700,02070001,0207000106,mid-atlantic,potomac,potomac,south_branch_potomac,lower_south_branch_potomac_river
020700020101,upper_savage_river,12.01,2485.79,29654.86,46.33,md,02,0207,020700,02070002,0207000201,mid-atlantic,potomac,potomac,north_branch_potomac,savage_river
020700020102,crabtree_creek,11.35,2480.09,11121.27,17.37,md,02,0207,020700,02070002,0207000201,mid-atlantic,potomac,potomac,north_branch_potomac,savage_river
020700020103,lower_savage_river,15.53,2195.54,33406.97,52.19,md,02,0207,020700,02070002,0207000201,mid-atlantic,potomac,potomac,north_branch_potomac,savage_river
020700020201,shields_run-north_branch_potomac_river,7.74,2854.97,26247.48,41.01,"md,wv",02,0207,020700,02070002,0207000202,mid-atlantic,potomac,potomac,north_branch_potomac,stony_river-north_branch_potomac_river
020700020202,mount_storm_lake-stony_river,5.37,3238.57,37514.8,58.61,wv,02,0207,020700,02070002,0207000202,mid-atlantic,potomac,potomac,north_branch_potomac,stony_river-north_branch_potomac_river
020700020203,buffalo_creek-north_branch_potomac_river,7,2777.69,28285.25,44.19,"md,wv",02,0207,020700,02070002,0207000202,mid-atlantic,potomac,potomac,north_branch_potomac,stony_river-north_branch_potomac_river
020700020204,abram_creek,6.75,2652.64,28368.25,44.32,wv,02,0207,020700,02070002,0207000202,mid-atlantic,potomac,potomac,north_branch_potomac,stony_river-north_branch_potomac_river
020700020205,lostland_run-north_branch_potomac_river,8.84,2527.88,26830.78,41.92,"md,wv",02,0207,020700,02070002,0207000202,mid-atlantic,potomac,potomac,north_branch_potomac,stony_river-north_branch_potomac_river
020700020206,bloomington_lake-north_branch_potomac_river,10.51,2280.32,21863.59,34.16,"md,wv",02,0207,020700,02070002,0207000202,mid-atlantic,potomac,potomac,north_branch_potomac,stony_river-north_branch_potomac_river
020700020207,piney_swamp_run-north_branch_potomac_river,11.33,1954.55,18083.53,28.25,"md,wv",02,0207,020700,02070002,0207000202,mid-atlantic,potomac,potomac,north_branch_potomac,stony_river-north_branch_potomac_river
020700020301,upper_georges_creek,8.17,2237.33,24110.55,37.67,md,02,0207,020700,02070002,0207000203,mid-atlantic,potomac,potomac,north_branch_potomac,georges_creek
020700020302,lower_georges_creek,11.07,2028.23,23434.54,36.61,md,02,0207,020700,02070002,0207000203,mid-atlantic,potomac,potomac,north_branch_potomac,georges_creek
020700020401,new_creek,14.41,1748.02,34342.12,53.65,wv,02,0207,020700,02070002,0207000204,mid-atlantic,potomac,potomac,north_branch_potomac,new_creek-north_branch_potomac_river
020700020402,limestone_run-north_branch_potomac_river,13.53,1374.98,26438.14,41.3,"md,wv",02,0207,020700,02070002,0207000204,mid-atlantic,potomac,potomac,north_branch_potomac,new_creek-north_branch_potomac_river
020700020403,mill_run-north_branch_potomac_river,11.07,1187.3,28044.62,43.81,"md,wv",02,0207,020700,02070002,0207000204,mid-atlantic,potomac,potomac,north_branch_potomac,new_creek-north_branch_potomac_river
020700020501,brush_creek,10.86,2218.23,22146.69,34.6,pa,02,0207,020700,02070002,0207000205,mid-atlantic,potomac,potomac,north_branch_potomac,wills_creek
020700020502,laurel_run,12.16,2248.96,25483.63,39.81,"md,pa",02,0207,020700,02070002,0207000205,mid-atlantic,potomac,potomac,north_branch_potomac,wills_creek
020700020503,little_wills_creek,12.75,1776.58,29291.06,45.76,pa,02,0207,020700,02070002,0207000205,mid-atlantic,potomac,potomac,north_branch_potomac,wills_creek
020700020504,gladdens_run,11.07,1630.04,13084.58,20.44,pa,02,0207,020700,02070002,0207000205,mid-atlantic,potomac,potomac,north_branch_potomac,wills_creek
020700020505,jennings_run,10.78,1750.78,24327.21,38.01,"md,pa",02,0207,020700,02070002,0207000205,mid-atlantic,potomac,potomac,north_branch_potomac,wills_creek
020700020506,shaffers_run-wills_creek,11.95,1576.86,31250.47,48.82,"md,pa",02,0207,020700,02070002,0207000205,mid-atlantic,potomac,potomac,north_branch_potomac,wills_creek
020700020507,braddock_creek-wills_creek,12.44,1477.97,16502.96,25.78,md,02,0207,020700,02070002,0207000205,mid-atlantic,potomac,potomac,north_branch_potomac,wills_creek
020700020601,upper_evitts_creek,11.04,1524.13,33226.48,51.91,pa,02,0207,020700,02070002,0207000206,mid-atlantic,potomac,potomac,north_branch_potomac,evitts_creek
020700020602,rocky_gap_run-evitts_creek,11.86,1290.92,15737.88,24.59,"md,pa",02,0207,020700,02070002,0207000206,mid-atlantic,potomac,potomac,north_branch_potomac,evitts_creek
020700020603,lower_evitts_creek,12.26,951.96,11508.89,17.98,md,02,0207,020700,02070002,0207000206,mid-atlantic,potomac,potomac,north_branch_potomac,evitts_creek
020700020701,north_fork_patterson_creek,13.25,2006.39,19354.12,30.24,wv,02,0207,020700,02070002,0207000207,mid-atlantic,potomac,potomac,north_branch_potomac,patterson_creek
020700020702,middle_fork_patterson_creek-patterson_creek,10.88,1474.48,21142.34,33.03,wv,02,0207,020700,02070002,0207000207,mid-atlantic,potomac,potomac,north_branch_potomac,patterson_creek
020700020703,mikes_run,12.31,1430.9,12062.02,18.84,wv,02,0207,020700,02070002,0207000207,mid-atlantic,potomac,potomac,north_branch_potomac,patterson_creek
020700020704,rosser_run-patterson_creek,13.6,1444.8,23774.43,37.14,wv,02,0207,020700,02070002,0207000207,mid-atlantic,potomac,potomac,north_branch_potomac,patterson_creek
020700020705,mill_creek-patterson_creek,10.83,1176.38,20944.23,32.72,wv,02,0207,020700,02070002,0207000207,mid-atlantic,potomac,potomac,north_branch_potomac,patterson_creek
020700020706,cabin_run,10.39,1030.93,14709.48,22.98,wv,02,0207,020700,02070002,0207000207,mid-atlantic,potomac,potomac,north_branch_potomac,patterson_creek
020700020707,beaver_run-patterson_creek,9.32,903.79,27750.76,43.36,wv,02,0207,020700,02070002,0207000207,mid-atlantic,potomac,potomac,north_branch_potomac,patterson_creek
020700020708,horseshoe_creek-patterson_creek,9.99,881.26,25931.24,40.51,wv,02,0207,020700,02070002,0207000207,mid-atlantic,potomac,potomac,north_branch_potomac,patterson_creek
020700020709,keller_run-patterson_creek,10.89,848.75,15412.48,24.08,wv,02,0207,020700,02070002,0207000207,mid-atlantic,potomac,potomac,north_branch_potomac,patterson_creek
020700020801,collier_run-north_branch_potomac_river,9.88,955.15,19716.83,30.8,"md,wv",02,0207,020700,02070002,0207000208,mid-atlantic,potomac,potomac,north_branch_potomac,trading_run-north_branch_potomac_river
020700020802,mill_run,10.33,1051.22,13928.23,21.76,"md,wv",02,0207,020700,02070002,0207000208,mid-atlantic,potomac,potomac,north_branch_potomac,trading_run-north_branch_potomac_river
020700020803,green_spring_run-north_branch_potomac_river,10.15,832.48,26351.09,41.17,"md,wv",02,0207,020700,02070002,0207000208,mid-atlantic,potomac,potomac,north_branch_potomac,trading_run-north_branch_potomac_river
020700030101,wilson_run-elk_lick_creek,9.81,1359.66,15742.2,24.59,pa,02,0207,020700,02070003,0207000301,mid-atlantic,potomac,potomac,cacapon-town,town_creek
020700030102,flintstone_creek,11.2,1524.93,19872.61,31.05,"md,pa",02,0207,020700,02070003,0207000301,mid-atlantic,potomac,potomac,cacapon-town,town_creek
020700030103,murley_branch,12.84,1219.04,7902.88,12.34,md,02,0207,020700,02070003,0207000301,mid-atlantic,potomac,potomac,cacapon-town,town_creek
020700030104,sweet_root_creek-town_creek,11.74,1343.67,29525.65,46.13,"md,pa",02,0207,020700,02070003,0207000301,mid-atlantic,potomac,potomac,cacapon-town,town_creek
020700030105,peters_run-town_creek,11.26,986.22,12781.97,19.97,md,02,0207,020700,02070003,0207000301,mid-atlantic,potomac,potomac,cacapon-town,town_creek
020700030106,sawpit_run-town_creek,10.44,867.43,14762.08,23.06,md,02,0207,020700,02070003,0207000301,mid-atlantic,potomac,potomac,cacapon-town,town_creek
020700030201,north_fork-little_cacapon_river,9.6,1486.93,18574.65,29.02,wv,02,0207,020700,02070003,0207000302,mid-atlantic,potomac,potomac,cacapon-town,little_cacapon_river
020700030202,shawan_run-little_cacapon_river,8.44,1218.19,10354.54,16.17,wv,02,0207,020700,02070003,0207000302,mid-atlantic,potomac,potomac,cacapon-town,little_cacapon_river
020700030203,three_churches_run-little_cacapon_river,8.39,1131.3,14226.18,22.22,wv,02,0207,020700,02070003,0207000302,mid-atlantic,potomac,potomac,cacapon-town,little_cacapon_river
020700030204,crooked_run-little_cacapon_river,8.37,1122.41,12266.93,19.16,wv,02,0207,020700,02070003,0207000302,mid-atlantic,potomac,potomac,cacapon-town,little_cacapon_river
020700030205,dug_hill_run-little_cacapon_river,10.99,1023.32,14512.43,22.67,wv,02,0207,020700,02070003,0207000302,mid-atlantic,potomac,potomac,cacapon-town,little_cacapon_river
020700030301,upper_fifteenmile_creek,10.13,1099.21,23454.41,36.64,"md,pa",02,0207,020700,02070003,0207000303,mid-atlantic,potomac,potomac,cacapon-town,fifteenmile_creek
020700030302,lower_fifteenmile_creek,11.37,1015.86,16128.7,25.2,md,02,0207,020700,02070003,0207000303,mid-atlantic,potomac,potomac,cacapon-town,fifteenmile_creek
020700030401,east_branch_sideling_hill_creek,10.34,1302.42,11056.82,17.27,pa,02,0207,020700,02070003,0207000304,mid-atlantic,potomac,potomac,cacapon-town,sideling_hill_creek
020700030402,west_branch_sideling_hill_creek,9.5,1179.8,13885.85,21.69,pa,02,0207,020700,02070003,0207000304,mid-atlantic,potomac,potomac,cacapon-town,sideling_hill_creek
020700030403,piney_creek,10.83,1178.89,10325.59,16.13,pa,02,0207,020700,02070003,0207000304,mid-atlantic,potomac,potomac,cacapon-town,sideling_hill_creek
020700030404,crooked_run-sideling_hill_creek,,,17913.73,27.99,"md,pa",02,0207,020700,02070003,0207000304,mid-atlantic,potomac,potomac,cacapon-town,sideling_hill_creek
020700030405,bear_creek-sideling_hill_creek,,,13420.78,20.97,"md,pa",02,0207,020700,02070003,0207000304,mid-atlantic,potomac,potomac,cacapon-town,sideling_hill_creek
020700030501,cullers_run-lost_river,12.97,2077.98,14643.69,22.88,"va,wv",02,0207,020700,02070003,0207000305,mid-atlantic,potomac,potomac,cacapon-town,lost_river
020700030502,upper_cove_run-lost_river,13.32,2124.69,28681.66,44.81,wv,02,0207,020700,02070003,0207000305,mid-atlantic,potomac,potomac,cacapon-town,lost_river
020700030503,baker_run,12.03,1979.69,16474.53,25.74,wv,02,0207,020700,02070003,0207000305,mid-atlantic,potomac,potomac,cacapon-town,lost_river
020700030504,kimsey_run-lost_river,13.35,1983.81,36580.13,57.15,wv,02,0207,020700,02070003,0207000305,mid-atlantic,potomac,potomac,cacapon-town,lost_river
020700030505,three_springs_run-lost_river,12.48,1688.09,17993.41,28.11,wv,02,0207,020700,02070003,0207000305,mid-atlantic,potomac,potomac,cacapon-town,lost_river
020700030601,meadow_run-north_river,12.06,1983.54,37024.7,57.85,wv,02,0207,020700,02070003,0207000306,mid-atlantic,potomac,potomac,cacapon-town,north_river
020700030602,sperry_run-north_river,10.7,1504.58,24693.64,38.58,wv,02,0207,020700,02070003,0207000306,mid-atlantic,potomac,potomac,cacapon-town,north_river
020700030603,tear_coat_creek,8.4,1421.4,23127.27,36.13,wv,02,0207,020700,02070003,0207000306,mid-atlantic,potomac,potomac,cacapon-town,north_river
020700030604,pine_draft_run-north_river,9.78,1234.4,14463.23,22.59,wv,02,0207,020700,02070003,0207000306,mid-atlantic,potomac,potomac,cacapon-town,north_river
020700030605,hiett_run-north_river,8.43,1179.52,13804.42,21.56,wv,02,0207,020700,02070003,0207000306,mid-atlantic,potomac,potomac,cacapon-town,north_river
020700030606,crooked_run-north_river,9.7,1122.58,18696.88,29.21,wv,02,0207,020700,02070003,0207000306,mid-atlantic,potomac,potomac,cacapon-town,north_river
020700030701,trout_run,12.83,1968.76,30277.18,47.3,wv,02,0207,020700,02070003,0207000307,mid-atlantic,potomac,potomac,cacapon-town,cacapon_river
020700030702,waites_run-cacapon_river,11.28,1648.51,28724.97,44.88,wv,02,0207,020700,02070003,0207000307,mid-atlantic,potomac,potomac,cacapon-town,cacapon_river
020700030703,capon_springs_run-cacapon_river,10.34,1378.66,19230.98,30.04,wv,02,0207,020700,02070003,0207000307,mid-atlantic,potomac,potomac,cacapon-town,cacapon_river
020700030704,dillons_run,11.26,1397.98,12701.12,19.84,wv,02,0207,020700,02070003,0207000307,mid-atlantic,potomac,potomac,cacapon-town,cacapon_river
020700030705,mill_branch-cacapon_river,8.25,1166.71,36461.55,56.97,wv,02,0207,020700,02070003,0207000307,mid-atlantic,potomac,potomac,cacapon-town,cacapon_river
020700030706,bloomery_run-cacapon_river,11.14,1217.26,24018.85,37.52,wv,02,0207,020700,02070003,0207000307,mid-atlantic,potomac,potomac,cacapon-town,cacapon_river
020700030707,critton_run-cacapon_river,11.76,1083.81,17665.64,27.6,wv,02,0207,020700,02070003,0207000307,mid-atlantic,potomac,potomac,cacapon-town,cacapon_river
020700030708,connor_hollow-cacapon_river,13.48,1015.65,21006.96,32.82,wv,02,0207,020700,02070003,0207000307,mid-atlantic,potomac,potomac,cacapon-town,cacapon_river
020700030801,purslane_run-potomac_river,9.95,884.25,15773.53,24.64,"md,wv",02,0207,020700,02070003,0207000308,mid-atlantic,potomac,potomac,cacapon-town,long_hollow_run-potomac_river
020700030802,rockwell_run-potomac_river,12.23,906.26,26999.69,42.18,"md,wv",02,0207,020700,02070003,0207000308,mid-atlantic,potomac,potomac,cacapon-town,long_hollow_run-potomac_river
020700030803,willett_run-potomac_river,11.38,815.59,16455.79,25.71,"md,wv",02,0207,020700,02070003,0207000308,mid-atlantic,potomac,potomac,cacapon-town,long_hollow_run-potomac_river
020700040101,little_tonoloway_creek(pa),9.35,974.67,34156.93,53.37,pa,02,0207,020700,02070004,0207000401,mid-atlantic,potomac,potomac,conococheague-opequon,tonoloway_creek
020700040102,barnetts_run-tonoloway_creek,9.24,885.75,38849.95,60.7,"md,pa",02,0207,020700,02070004,0207000401,mid-atlantic,potomac,potomac,conococheague-opequon,tonoloway_creek
020700040201,upper_sleepy_creek,9.26,1124.85,26971.46,42.14,"va,wv",02,0207,020700,02070004,0207000402,mid-atlantic,potomac,potomac,conococheague-opequon,sleepy_creek
020700040202,middle_fork_sleepy_creek,7.23,993.06,22443.45,35.06,"va,wv",02,0207,020700,02070004,0207000402,mid-atlantic,potomac,potomac,conococheague-opequon,sleepy_creek
020700040203,middle_sleepy_creek,7.61,829.2,17914.16,27.99,wv,02,0207,020700,02070004,0207000402,mid-atlantic,potomac,potomac,conococheague-opequon,sleepy_creek
020700040204,meadow_branch,10.06,1284.76,12798.08,19.99,wv,02,0207,020700,02070004,0207000402,mid-atlantic,potomac,potomac,conococheague-opequon,sleepy_creek
020700040205,lower_sleepy_creek,8.95,696.2,12849.98,20.07,wv,02,0207,020700,02070004,0207000402,mid-atlantic,potomac,potomac,conococheague-opequon,sleepy_creek
020700040301,patterson_run-licking_creek,8.64,1092.47,34674.5,54.17,pa,02,0207,020700,02070004,0207000403,mid-atlantic,potomac,potomac,conococheague-opequon,licking_creek
020700040302,big_cove_creek,8.86,1113.43,36690.08,57.32,pa,02,0207,020700,02070004,0207000403,mid-atlantic,potomac,potomac,conococheague-opequon,licking_creek
020700040303,little_cove_creek,10.9,946.97,18472.36,28.86,"md,pa",02,0207,020700,02070004,0207000403,mid-atlantic,potomac,potomac,conococheague-opequon,licking_creek
020700040304,owl_creek-licking_creek,9.79,887.86,30766.35,48.07,"md,pa",02,0207,020700,02070004,0207000403,mid-atlantic,potomac,potomac,conococheague-opequon,licking_creek
020700040305,lanes_run-licking_creek,9.45,809.53,15759.43,24.62,"md,pa",02,0207,020700,02070004,0207000403,mid-atlantic,potomac,potomac,conococheague-opequon,licking_creek
020700040401,mine_spring_run-back_creek,9.26,1087.34,25090.8,39.2,va,02,0207,020700,02070004,0207000404,mid-atlantic,potomac,potomac,conococheague-opequon,back_creek
020700040402,isaacs_creek-back_creek,6.71,961.45,20804.2,32.5,va,02,0207,020700,02070004,0207000404,mid-atlantic,potomac,potomac,conococheague-opequon,back_creek
020700040403,hogue_creek,7.93,949.65,26618.84,41.59,va,02,0207,020700,02070004,0207000404,mid-atlantic,potomac,potomac,conococheague-opequon,back_creek
020700040404,brush_creek-back_creek,8.39,947.83,18580.13,29.03,"va,wv",02,0207,020700,02070004,0207000404,mid-atlantic,potomac,potomac,conococheague-opequon,back_creek
020700040405,babbs_run,5.65,833.16,17569.52,27.45,"va,wv",02,0207,020700,02070004,0207000404,mid-atlantic,potomac,potomac,conococheague-opequon,back_creek
020700040406,warm_springs_hollow-back_creek,7.65,753.17,11061.76,17.28,"va,wv",02,0207,020700,02070004,0207000404,mid-atlantic,potomac,potomac,conococheague-opequon,back_creek
020700040407,elk_branch-back_creek,7.86,802.63,22255.92,34.77,wv,02,0207,020700,02070004,0207000404,mid-atlantic,potomac,potomac,conococheague-opequon,back_creek
020700040408,tilhance_creek,7.45,725.03,12780.28,19.96,wv,02,0207,020700,02070004,0207000404,mid-atlantic,potomac,potomac,conococheague-opequon,back_creek
020700040409,outlet_back_creek,7.84,594.25,20623.56,32.22,wv,02,0207,020700,02070004,0207000404,mid-atlantic,potomac,potomac,conococheague-opequon,back_creek
020700040501,minnow_run-little_tonoloway_creek(md),9.44,757.9,16142.14,25.22,"md,pa",02,0207,020700,02070004,0207000405,mid-atlantic,potomac,potomac,conococheague-opequon,little_tonoloway_creek-potomac_river
020700040502,sir_johns_run-potomac_river,11,753.2,13351.09,20.86,"md,wv",02,0207,020700,02070004,0207000405,mid-atlantic,potomac,potomac,conococheague-opequon,little_tonoloway_creek-potomac_river
020700040503,warm_spring_run,9.02,721.4,9610.48,15.01,wv,02,0207,020700,02070004,0207000405,mid-atlantic,potomac,potomac,conococheague-opequon,little_tonoloway_creek-potomac_river
020700040504,ditch_run-potomac_river,7.89,602.49,14826.74,23.16,"md,pa,wv",02,0207,020700,02070004,0207000405,mid-atlantic,potomac,potomac,conococheague-opequon,little_tonoloway_creek-potomac_river
020700040505,cherry_run-potomac_river,6.88,605.33,18054.81,28.21,"md,wv",02,0207,020700,02070004,0207000405,mid-atlantic,potomac,potomac,conococheague-opequon,little_tonoloway_creek-potomac_river
020700040601,headwaters_west_branch_conococheague_creek,11.52,1306.05,16085.87,25.13,pa,02,0207,020700,02070004,0207000406,mid-atlantic,potomac,potomac,conococheague-opequon,west_branch_conococheague_creek
020700040602,upper_west_branch_conococheague_creek,7.57,1042.39,22238.41,34.74,pa,02,0207,020700,02070004,0207000406,mid-atlantic,potomac,potomac,conococheague-opequon,west_branch_conococheague_creek
020700040603,middle_west_branch_conococheague_creek,10.1,1031.07,32837.48,51.3,pa,02,0207,020700,02070004,0207000406,mid-atlantic,potomac,potomac,conococheague-opequon,west_branch_conococheague_creek
020700040604,licking_creek,6.76,769.48,21834.92,34.11,"md,pa",02,0207,020700,02070004,0207000406,mid-atlantic,potomac,potomac,conococheague-opequon,west_branch_conococheague_creek
020700040605,lower_west_branch_conococheague_creek,4.41,688.57,34234.02,53.49,pa,02,0207,020700,02070004,0207000406,mid-atlantic,potomac,potomac,conococheague-opequon,west_branch_conococheague_creek
020700040701,rocky_spring_branch,4.04,734.94,11475.12,17.92,pa,02,0207,020700,02070004,0207000407,mid-atlantic,potomac,potomac,conococheague-opequon,rocky_spring_branch-back_creek
020700040702,dennis_creek-back_creek,5.62,794.52,32552.37,50.86,pa,02,0207,020700,02070004,0207000407,mid-atlantic,potomac,potomac,conococheague-opequon,rocky_spring_branch-back_creek
020700040703,campbell_run-back_creek,4.03,655.55,14315.4,22.36,pa,02,0207,020700,02070004,0207000407,mid-atlantic,potomac,potomac,conococheague-opequon,rocky_spring_branch-back_creek
020700040801,rocky_mountain_creek,7.31,1453.5,11781.16,18.4,pa,02,0207,020700,02070004,0207000408,mid-atlantic,potomac,potomac,conococheague-opequon,conococheague_creek
020700040802,headwaters_conococheague_creek,8.97,1596.53,12002.44,18.75,pa,02,0207,020700,02070004,0207000408,mid-atlantic,potomac,potomac,conococheague-opequon,conococheague_creek
020700040803,mountain_creek-conococheague_creek,4.51,939.4,38506.38,60.16,pa,02,0207,020700,02070004,0207000408,mid-atlantic,potomac,potomac,conococheague-opequon,conococheague_creek
020700040804,muddy_run,2.6,678.4,12801.37,20,pa,02,0207,020700,02070004,0207000408,mid-atlantic,potomac,potomac,conococheague-opequon,conococheague_creek
020700040805,falling_spring_branch-conococheague_creek,2.96,657.26,38365.84,59.94,pa,02,0207,020700,02070004,0207000408,mid-atlantic,potomac,potomac,conococheague-opequon,conococheague_creek
020700040806,rockdale_run-conococheague_creek,3.42,582.79,29207.12,45.63,"md,pa",02,0207,020700,02070004,0207000408,mid-atlantic,potomac,potomac,conococheague-opequon,conococheague_creek
020700040807,meadow_brook-conococheague_creek,2.75,512.55,35512.66,55.48,"md,pa",02,0207,020700,02070004,0207000408,mid-atlantic,potomac,potomac,conococheague-opequon,conococheague_creek
020700040901,sulphur_spring_run-opequon_creek,3.44,731.08,37287.01,58.26,va,02,0207,020700,02070004,0207000409,mid-atlantic,potomac,potomac,conococheague-opequon,opequon_creek
020700040902,abrams_creek,3.31,751.84,12081.76,18.87,va,02,0207,020700,02070004,0207000409,mid-atlantic,potomac,potomac,conococheague-opequon,opequon_creek
020700040903,redbud_run-opequon_creek,3,657.22,26144.84,40.85,va,02,0207,020700,02070004,0207000409,mid-atlantic,potomac,potomac,conococheague-opequon,opequon_creek
020700040904,turkey_run-opequon_creek,2.45,586.41,35851.5,56.01,"va,wv",02,0207,020700,02070004,0207000409,mid-atlantic,potomac,potomac,conococheague-opequon,opequon_creek
020700040905,mill_creek,4.02,701.05,20920.47,32.68,"va,wv",02,0207,020700,02070004,0207000409,mid-atlantic,potomac,potomac,conococheague-opequon,opequon_creek
020700040906,middle_creek-opequon_creek,3.65,578.18,26406.68,41.26,wv,02,0207,020700,02070004,0207000409,mid-atlantic,potomac,potomac,conococheague-opequon,opequon_creek
020700040907,tuscarora_creek,4.88,596.79,16943.49,26.47,wv,02,0207,020700,02070004,0207000409,mid-atlantic,potomac,potomac,conococheague-opequon,opequon_creek
020700040908,evans_run-opequon_creek,3.59,519.94,22036.02,34.43,wv,02,0207,020700,02070004,0207000409,mid-atlantic,potomac,potomac,conococheague-opequon,opequon_creek
020700040909,hoke_run-opequon_creek,3.03,454.17,22793.51,35.61,wv,02,0207,020700,02070004,0207000409,mid-atlantic,potomac,potomac,conococheague-opequon,opequon_creek
020700041001,red_run,6.71,1153.03,10437.13,16.3,"md,pa",02,0207,020700,02070004,0207000410,mid-atlantic,potomac,potomac,conococheague-opequon,antietam_creek
020700041002,east_branch_antietam_creek,7.14,1150.73,22825.68,35.66,"md,pa",02,0207,020700,02070004,0207000410,mid-atlantic,potomac,potomac,conococheague-opequon,antietam_creek
020700041003,west_branch_antietam_creek,4.87,880.74,26502.35,41.4,pa,02,0207,020700,02070004,0207000410,mid-atlantic,potomac,potomac,conococheague-opequon,antietam_creek
